x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.2501937448978424,0.733460545539856,-9.098506552618346e-07,0.28849688172340393,0.5536563992500305,0.014531492255628109,0.35473471879959106,0.4149917960166931,-0.00013566017150878906,0.4083796739578247,0.30231642723083496,-0.015765711665153503,0.3995475172996521,0.19867074489593506,-0.0285141970962286,0.4919816851615906,0.43705230951309204,-0.04479078948497772,0.5662399530410767,0.4994221031665802,-0.027921857312321663,0.5194047093391418,0.5430493950843811,-0.0036002679262310266,0.47556617856025696,0.5414680242538452,0.009320678189396858,0.5204030871391296,0.5567688345909119,-0.058787696063518524,0.575023353099823,0.6108572483062744,-0.023409349843859673,0.5282131433486938,0.6381368637084961,0.002915377262979746,0.481599360704422,0.6316823363304138,0.007057731505483389,0.5259424448013306,0.6817167401313782,-0.06467193365097046,0.5790764093399048,0.7064248919487,-0.029155349358916283,0.5394971370697021,0.7267262935638428,-0.004193923901766539,0.4903636574745178,0.7195696830749512,-0.0038211855571717024,0.5215732455253601,0.7955809831619263,-0.06898929178714752,0.5772307515144348,0.7966386079788208,-0.04259300231933594,0.5431812405586243,0.8041258454322815,-0.015391754917800426,0.5031070709228516,0.7927283048629761,-0.003001123433932662,0
0.24181216955184937,0.7534586191177368,-8.933432695812371e-07,0.28306007385253906,0.5696664452552795,0.014830319210886955,0.3504619300365448,0.4318596124649048,-0.0011731074191629887,0.4042307138442993,0.3182878792285919,-0.01796536147594452,0.39522379636764526,0.20993047952651978,-0.03219757229089737,0.4897364675998688,0.4551008343696594,-0.05091452598571777,0.5642804503440857,0.5253286957740784,-0.03524136543273926,0.5168705582618713,0.5669264793395996,-0.009716078639030457,0.47200697660446167,0.5624046325683594,0.004011552780866623,0.517209529876709,0.5755369067192078,-0.06616248935461044,0.5758315324783325,0.6356074810028076,-0.03211064636707306,0.525160551071167,0.6585455536842346,-0.002790456637740135,0.4754016399383545,0.6491271257400513,0.004017008934170008,0.5210004448890686,0.7017970085144043,-0.07306919246912003,0.5710465312004089,0.729500412940979,-0.03630084544420242,0.5269936919212341,0.7473752498626709,-0.007536445278674364,0.47442784905433655,0.7401987910270691,-0.005494825541973114,0.512206494808197,0.8162516355514526,-0.07885431498289108,0.546305775642395,0.8182462453842163,-0.051377858966588974,0.5031810402870178,0.8251001834869385,-0.023265104740858078,0.4588198661804199,0.8181669116020203,-0.010707729496061802,0
0.24018201231956482,0.7584224939346313,-8.718674280316918e-07,0.2823413610458374,0.5709421634674072,0.017007768154144287,0.35010969638824463,0.4324484169483185,0.0028677363879978657,0.4038868546485901,0.3177642822265625,-0.012088814750313759,0.39523977041244507,0.20997071266174316,-0.02426004409790039,0.4907667636871338,0.46035751700401306,-0.04682156816124916,0.5683741569519043,0.5203530192375183,-0.027125103399157524,0.5198495984077454,0.562502384185791,0.000807355041615665,0.47495102882385254,0.5585824847221375,0.016105981543660164,0.5189136266708374,0.5833191275596619,-0.06096149608492851,0.5771835446357727,0.6315571665763855,-0.02193327620625496,0.5275410413742065,0.6547130346298218,0.008342193439602852,0.4796116054058075,0.6472214460372925,0.014962846413254738,0.5206557512283325,0.7105884552001953,-0.06621090322732925,0.5719113349914551,0.729434072971344,-0.02459590509533882,0.5304244160652161,0.7473659515380859,0.00404314836487174,0.4796169400215149,0.7411192655563354,0.0048629119992256165,0.509364902973175,0.824406623840332,-0.06999298930168152,0.5444303154945374,0.8227347731590271,-0.03823959827423096,0.5030688643455505,0.8280131816864014,-0.009284522384405136,0.45998990535736084,0.8210750222206116,0.0030963942408561707,0
0.23645663261413574,0.7630197405815125,-8.048023119044956e-07,0.2787339687347412,0.5733141303062439,0.015469304285943508,0.3472031056880951,0.43334585428237915,-0.00044003466609865427,0.4004869759082794,0.31734806299209595,-0.017032388597726822,0.38807010650634766,0.20432710647583008,-0.031166061758995056,0.48535409569740295,0.45395705103874207,-0.048399828374385834,0.5619158148765564,0.5219855904579163,-0.027782730758190155,0.510871410369873,0.5601671934127808,0.0002162816672353074,0.4669152498245239,0.5548305511474609,0.015179136767983437,0.5121619701385498,0.5786992907524109,-0.0623532272875309,0.5695269703865051,0.6347298622131348,-0.021079324185848236,0.5206838250160217,0.6566718220710754,0.00928510446101427,0.4745329022407532,0.6488412618637085,0.015221999026834965,0.5140063762664795,0.7063940763473511,-0.06761085987091064,0.5626078844070435,0.7290366291999817,-0.024144768714904785,0.5217688679695129,0.7484614849090576,0.0027830093167722225,0.47338420152664185,0.7420943379402161,0.0019162909593433142,0.5051091909408569,0.8208284378051758,-0.07165902853012085,0.5460589528083801,0.8216512799263,-0.03759695217013359,0.5054535865783691,0.8284668922424316,-0.008567572571337223,0.46362432837486267,0.8201707005500793,0.0030700548086315393,0
0.23083698749542236,0.7551383376121521,-7.840811804271652e-07,0.27021467685699463,0.5680244565010071,0.009789240546524525,0.335997998714447,0.422127902507782,-0.008901774883270264,0.3853728771209717,0.3000611364841461,-0.026799853891134262,0.36899667978286743,0.18669554591178894,-0.04166246950626373,0.47388550639152527,0.44753021001815796,-0.057074666023254395,0.5490961074829102,0.5132816433906555,-0.03835555538535118,0.5005581378936768,0.5542484521865845,-0.010181826539337635,0.457074373960495,0.5499824285507202,0.005174428690224886,0.4992125332355499,0.5705200433731079,-0.06852614134550095,0.5566216111183167,0.6216134428977966,-0.02998242899775505,0.5097538232803345,0.6449776887893677,0.00046097475569695234,0.4638243317604065,0.6384423971176147,0.00668205926194787,0.5012604594230652,0.6966939568519592,-0.07142842561006546,0.5516741275787354,0.713212251663208,-0.03079560212790966,0.5111828446388245,0.7334040403366089,-0.0032299868762493134,0.46252667903900146,0.7288876175880432,-0.0030021946877241135,0.49332940578460693,0.8102256655693054,-0.07337971031665802,0.5400109887123108,0.8089897632598877,-0.0427137054502964,0.5000152587890625,0.816563069820404,-0.014053909108042717,0.4581339359283447,0.8092938661575317,-0.00187193532474339,0
0.22865676879882812,0.7629142999649048,-7.781884505675407e-07,0.2659029960632324,0.5764366984367371,0.006921649444848299,0.33643633127212524,0.4286125898361206,-0.013702817261219025,0.38612836599349976,0.30340689420700073,-0.0331462137401104,0.37161144614219666,0.18672078847885132,-0.049946971237659454,0.4778628945350647,0.44865554571151733,-0.06089843064546585,0.5568706393241882,0.5241256356239319,-0.04588998109102249,0.5055375099182129,0.5687452554702759,-0.022515825927257538,0.46077850461006165,0.5624226331710815,-0.010609029792249203,0.5045744180679321,0.5724091529846191,-0.07235458493232727,0.5618063807487488,0.6406878232955933,-0.03572023659944534,0.5098122954368591,0.6665734052658081,-0.007896844297647476,0.462666392326355,0.654404878616333,-0.0032026616390794516,0.506146252155304,0.7027563452720642,-0.07554743438959122,0.548831045627594,0.734366238117218,-0.0358133502304554,0.5031948089599609,0.7561600804328918,-0.008902586996555328,0.4534713327884674,0.7467735409736633,-0.009371599182486534,0.4955754578113556,0.8199555277824402,-0.0783526822924614,0.5264943242073059,0.8293192386627197,-0.047193534672260284,0.4813498258590698,0.8395825624465942,-0.018650000914931297,0.4382115602493286,0.8300751447677612,-0.006826293654739857,0
0.22634342312812805,0.7661954164505005,-8.474840456074162e-07,0.26655715703964233,0.5829592943191528,0.010953460820019245,0.3375910520553589,0.4373009204864502,-0.006802704650908709,0.39112937450408936,0.31617528200149536,-0.023973921313881874,0.38065624237060547,0.20427927374839783,-0.038094956427812576,0.47814276814460754,0.46150070428848267,-0.055689260363578796,0.5552641749382019,0.5313655734062195,-0.038152728229761124,0.5044931173324585,0.5748878717422485,-0.011754943989217281,0.4592028856277466,0.5690815448760986,0.0022160883527249098,0.504749059677124,0.5848255753517151,-0.06843441724777222,0.5634990930557251,0.646057665348053,-0.030827727168798447,0.5116076469421387,0.6708658337593079,-0.0013149367878213525,0.4623548984527588,0.6597283482551575,0.0046239690855145454,0.505836546421051,0.7148587107658386,-0.07255151867866516,0.5555164813995361,0.7439934015274048,-0.03304310142993927,0.5100189447402954,0.7631945610046387,-0.00481218658387661,0.45699232816696167,0.753240168094635,-0.0041360980831086636,0.49376675486564636,0.8324739336967468,-0.07572704553604126,0.5298811197280884,0.8391392230987549,-0.04690976440906525,0.48397618532180786,0.846342921257019,-0.018461771309375763,0.4374901056289673,0.8357098698616028,-0.006108689587563276,0
0.2299308180809021,0.7665544152259827,-8.006616667444177e-07,0.26908934116363525,0.5772921442985535,0.01017353218048811,0.3355192542076111,0.4312359690666199,-0.010023985058069229,0.3869250416755676,0.3072642385959625,-0.029009955003857613,0.37230533361434937,0.1897687017917633,-0.0452486053109169,0.4762817621231079,0.4540310204029083,-0.06143362447619438,0.5518666505813599,0.519364595413208,-0.04200029373168945,0.5023713111877441,0.5591508746147156,-0.01378354337066412,0.46117621660232544,0.5531702041625977,0.0011926732258871198,0.5038709044456482,0.5814830660820007,-0.07226560264825821,0.5626095533370972,0.6329444050788879,-0.03115154430270195,0.5155209898948669,0.6546958088874817,0.0004453413130249828,0.4715380370616913,0.6456274390220642,0.0066437870264053345,0.5065938234329224,0.7113520503044128,-0.07388407737016678,0.5547544956207275,0.7283504009246826,-0.029765160754323006,0.5165521502494812,0.7471717596054077,-0.0023249443620443344,0.47006791830062866,0.7400312423706055,-0.003496325807645917,0.4987821578979492,0.8275331854820251,-0.0744737759232521,0.5387915372848511,0.8222653865814209,-0.0396045483648777,0.49986934661865234,0.8269700407981873,-0.010496498085558414,0.45981189608573914,0.8164700269699097,0.0007549175061285496,0
0.22502821683883667,0.7534091472625732,-7.73433953327185e-07,0.2699151039123535,0.5660520195960999,0.008694649673998356,0.34024977684020996,0.4185778796672821,-0.010908624157309532,0.3900117874145508,0.2952520251274109,-0.029412252828478813,0.3721110224723816,0.1792314052581787,-0.04485784471035004,0.4796386957168579,0.4444628655910492,-0.05860944464802742,0.5555364489555359,0.5204697847366333,-0.040205229073762894,0.5059988498687744,0.5601359009742737,-0.012335364706814289,0.460648775100708,0.5514584183692932,0.0028076334856450558,0.5033538341522217,0.571395993232727,-0.07051757723093033,0.5601909160614014,0.6326897144317627,-0.03160162270069122,0.5110263228416443,0.654426634311676,-0.001024190103635192,0.46266523003578186,0.6428537964820862,0.005487949121743441,0.5030101537704468,0.7011116147041321,-0.0739399716258049,0.5491189956665039,0.7265627384185791,-0.032840531319379807,0.5065200328826904,0.7450359463691711,-0.005294785834848881,0.45627379417419434,0.7353978157043457,-0.005167546682059765,0.49192696809768677,0.8173127770423889,-0.07663202285766602,0.5322180986404419,0.8212361335754395,-0.045760806649923325,0.48911893367767334,0.8283884525299072,-0.016650749370455742,0.44510650634765625,0.8182185888290405,-0.00402740528807044,0
0.22915741801261902,0.7562013864517212,-7.675497499803896e-07,0.27470505237579346,0.5679473280906677,0.006192947272211313,0.34551119804382324,0.42158079147338867,-0.014894630759954453,0.3982202410697937,0.2974744439125061,-0.034826938062906265,0.3843161463737488,0.18085351586341858,-0.051734719425439835,0.48289230465888977,0.45031654834747314,-0.05978025496006012,0.5570695400238037,0.5241185426712036,-0.044255420565605164,0.5066068768501282,0.562658429145813,-0.019197721034288406,0.46231651306152344,0.5553486943244934,-0.006024972535669804,0.5061925649642944,0.5773331522941589,-0.0714748352766037,0.5657404065132141,0.6356885433197021,-0.03482775390148163,0.5161118507385254,0.6568242311477661,-0.005078508518636227,0.46814286708831787,0.6460486054420471,0.0009230791474692523,0.5055832862854004,0.7070251107215881,-0.07529502362012863,0.5565855503082275,0.7310371398925781,-0.03614875301718712,0.5134192705154419,0.7495272755622864,-0.007922198623418808,0.46288132667541504,0.7413881421089172,-0.0071136560291051865,0.4933546781539917,0.8236874938011169,-0.07874320447444916,0.5370907187461853,0.8250797390937805,-0.048250503838062286,0.49366191029548645,0.8312680125236511,-0.018535230308771133,0.4493284821510315,0.8229608535766602,-0.005693165585398674,0
